This file was created using the 202504 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
193611,45.01,96.54,62.27,113.41,119.83,932.15,40.67,49.10,135.68,43.28
193612,46.61,93.27,65.24,113.57,125.42,968.21,44.75,50.44,130.82,43.18
193701,45.51,86.20,66.18,124.18,128.21,952.73,40.38,48.53,128.22,42.36
193702,46.54,93.91,69.13,127.07,139.25,944.65,40.26,50.20,131.39,43.39
193703,46.76,93.05,70.84,128.26,137.25,915.72,41.27,48.07,125.11,45.37
193704,46.04,89.09,71.61,135.00,130.37,885.01,40.03,45.40,116.88,46.45
193705,43.01,82.01,65.45,127.74,120.39,838.56,37.00,43.88,107.88,43.24
193706,42.64,79.29,65.87,126.34,121.21,851.38,35.19,44.19,101.44,41.68
193707,39.70,66.33,61.81,121.07,107.43,852.58,34.58,38.25,91.98,37.46
193708,41.64,75.07,67.40,130.98,117.63,880.47,38.09,39.81,109.61,40.63
193709,40.42,72.21,64.19,121.83,111.83,858.12,36.27,40.02,97.72,37.13
193710,36.46,62.93,52.70,107.73,95.34,828.71,31.02,35.48,85.91,31.05
193711,33.81,54.77,45.27,100.10,88.34,784.32,28.81,34.20,81.40,27.92
193712,31.51,44.84,40.57,86.99,83.02,756.15,24.43,32.12,82.98,25.64
193801,30.49,37.36,39.24,85.53,80.66,733.09,22.45,31.08,73.53,23.50
193802,31.25,41.48,38.70,85.82,78.63,715.24,23.71,32.15,69.16,23.38
193803,32.17,42.69,41.95,93.52,81.93,698.62,25.77,34.70,70.99,24.46
193804,26.89,31.01,31.03,69.55,58.65,565.59,19.92,29.46,56.74,17.11
193805,30.09,35.61,35.29,80.81,68.47,641.78,23.06,32.92,64.98,19.72
193806,29.87,32.90,32.92,75.32,66.35,647.12,22.35,33.27,65.77,19.01
193807,33.23,44.95,41.55,88.78,84.31,579.17,27.44,36.37,83.23,23.24
193808,35.31,53.89,44.65,95.16,89.18,586.57,29.89,38.47,83.54,25.52
193809,34.00,56.88,43.85,85.81,88.05,588.14,29.37,38.38,78.27,24.66
193810,34.02,57.26,44.48,86.38,89.04,584.16,29.31,38.16,78.92,24.22
193811,35.68,60.96,49.13,85.65,97.99,604.93,31.67,40.29,95.27,27.03
193812,34.61,59.50,48.21,84.98,93.56,608.77,31.31,40.65,87.85,26.42
193901,35.30,60.68,50.78,90.55,95.95,615.27,31.75,40.78,91.05,28.31
193902,34.53,55.62,45.95,84.75,88.74,626.39,30.70,40.37,91.80,25.91
193903,35.23,58.81,47.27,83.35,91.12,648.39,32.41,41.65,99.22,27.06
193904,33.06,48.41,39.79,76.26,76.98,625.02,29.20,39.62,85.37,22.83
193905,33.14,48.76,39.21,75.35,74.85,642.21,29.04,40.00,87.66,22.57
193906,34.81,51.84,42.08,76.79,80.98,677.83,32.24,41.98,92.80,24.31
193907,33.98,47.67,39.07,71.31,75.14,537.68,30.96,42.48,89.43,22.36
193908,36.27,56.04,44.06,73.75,85.67,572.67,33.61,43.77,100.49,25.11
193909,33.44,51.40,40.92,70.48,78.58,548.56,30.92,41.17,93.79,22.47
193910,34.88,63.54,52.08,88.35,87.68,553.98,31.33,43.85,96.83,28.51
193911,35.90,62.63,50.68,84.78,86.90,570.91,33.11,43.93,98.57,28.24
193912,35.43,59.75,47.21,78.82,83.82,576.31,31.99,44.24,96.44,26.75
194001,36.34,61.82,48.83,78.51,86.38,585.18,32.67,45.58,98.74,26.72
194002,36.86,59.44,46.50,78.20,82.75,584.48,32.28,44.75,98.32,25.94
194003,37.04,59.94,47.57,78.45,82.15,590.45,32.88,45.19,96.45,26.02
194004,37.50,62.16,48.18,79.76,84.05,589.74,33.76,45.82,97.79,26.57
194005,38.04,61.82,48.43,79.80,82.76,591.67,33.59,45.66,96.03,26.36
194006,30.17,45.63,37.44,59.42,65.46,507.91,25.25,35.71,76.22,19.85
194007,31.35,47.10,37.93,61.94,66.67,544.65,27.17,35.44,87.63,21.33
194008,31.21,49.87,39.50,63.76,69.98,555.36,28.31,35.24,87.36,21.99
194009,31.74,52.65,40.22,64.17,72.10,553.24,28.91,34.21,85.82,22.68
194010,32.38,54.24,41.75,62.60,74.55,554.84,29.76,35.58,83.56,23.43
194011,31.80,56.36,43.36,66.44,76.29,563.78,29.74,34.50,86.37,24.82
194012,31.19,55.01,42.30,66.25,73.22,566.83,28.79,33.64,74.44,24.47
194101,31.38,54.01,42.47,68.81,72.61,570.83,28.66,33.32,75.37,24.23
194102,31.11,49.01,39.40,67.28,70.72,558.84,27.57,32.57,73.26,23.79
194103,30.15,48.89,38.35,67.76,70.35,546.23,26.63,30.82,71.95,23.60
194104,30.16,47.99,38.48,70.15,69.98,548.36,26.84,31.15,69.07,23.85
194105,28.79,42.90,36.21,71.05,63.77,513.53,25.32,29.51,62.13,22.78
194106,28.22,42.13,37.22,74.08,63.35,515.47,25.74,28.83,58.91,22.45
194107,29.64,43.83,38.73,77.03,67.51,458.20,26.91,30.50,57.02,22.43
194108,31.17,45.53,41.40,85.33,68.63,456.40,28.13,32.93,59.73,24.05
194109,31.26,45.64,40.81,81.89,69.01,461.13,28.59,32.74,58.04,24.15
194110,31.66,47.43,39.49,81.20,67.87,455.77,28.60,32.61,56.00,23.34
194111,29.31,43.62,36.81,82.85,60.95,443.37,27.06,31.24,50.28,22.35
194112,28.12,40.95,35.85,83.80,59.14,425.20,25.53,30.10,46.56,21.80
194201,26.78,35.94,35.73,74.23,58.53,382.14,22.77,29.51,42.69,20.31
194202,27.35,38.18,34.90,72.95,59.05,376.91,22.85,28.46,44.10,22.21
194203,25.69,39.62,33.81,68.22,57.47,374.68,22.23,26.71,42.66,21.71
194204,23.39,40.86,31.76,62.47,53.26,342.15,20.51,25.16,37.12,19.57
194205,22.32,39.07,30.25,60.16,51.28,317.10,19.22,23.91,35.54,19.12
194206,24.14,42.43,30.54,63.39,55.18,341.49,21.35,27.21,38.23,19.66
194207,25.18,41.77,31.17,65.82,56.97,330.85,21.87,27.46,38.66,19.43
194208,25.69,42.59,32.06,69.63,57.97,345.67,22.91,27.78,38.22,20.71
194209,25.77,43.10,32.24,71.66,58.24,354.19,23.12,28.28,38.27,21.10
194210,25.60,44.14,33.15,73.20,60.69,354.90,23.13,28.29,40.12,21.65
194211,26.65,46.70,35.30,80.18,64.46,376.86,23.48,29.34,45.93,23.52
194212,27.16,46.08,34.07,79.82,65.62,386.56,24.74,29.64,45.02,22.65
194301,28.23,49.73,35.59,87.22,68.87,381.44,25.20,32.13,46.60,23.28
194302,30.72,52.32,38.03,92.73,75.59,395.86,26.90,32.80,53.19,24.86
194303,31.69,55.79,39.92,99.60,78.00,430.64,27.53,33.84,57.10,27.11
194304,32.93,58.50,42.27,106.43,83.28,426.78,29.78,35.29,59.40,29.66
194305,33.14,58.80,41.61,109.28,84.22,444.53,30.25,35.66,61.52,30.28
194306,35.18,62.16,43.60,114.60,89.28,464.77,32.37,37.63,64.01,31.83
194307,35.38,64.16,43.78,114.03,88.90,470.68,34.09,37.63,66.35,31.71
194308,34.83,57.92,40.74,110.60,82.32,469.82,32.98,36.25,65.77,29.99
194309,35.04,59.46,40.77,111.24,82.55,474.04,34.02,36.19,66.76,30.30
194310,35.64,60.39,41.67,112.65,86.32,474.17,34.60,37.56,68.84,30.79
194311,35.44,59.70,41.26,112.46,83.33,477.62,33.73,37.62,69.08,30.35
194312,33.56,55.98,38.21,105.59,77.72,469.03,31.88,35.97,63.07,27.57
194401,35.43,60.32,40.17,112.86,83.29,477.08,33.87,37.25,67.38,29.61
194402,36.72,60.93,40.91,115.76,83.80,481.16,34.08,37.23,66.89,31.31
194403,36.37,62.46,40.51,115.32,81.80,485.29,34.23,36.07,67.69,32.09
194404,37.23,65.35,41.26,117.32,84.38,482.22,34.87,36.88,68.49,32.75
194405,36.39,64.57,40.37,115.61,82.74,479.48,34.43,35.89,67.63,31.93
194406,38.17,68.97,42.37,120.17,85.50,492.84,36.03,37.75,71.32,33.11
194407,40.02,75.59,43.94,124.39,85.12,505.94,37.76,38.71,67.49,34.15
194408,39.76,71.85,43.04,122.65,83.54,504.06,37.68,38.10,67.38,34.05
194409,40.63,74.04,43.68,119.54,84.99,507.33,38.65,38.21,69.43,34.08
194410,40.37,74.40,43.77,117.75,83.98,502.00,39.72,38.30,68.17,33.94
194411,40.55,72.35,43.58,119.83,84.65,504.62,39.86,38.57,68.71,34.37
194412,40.80,73.20,43.55,121.00,85.68,507.90,40.62,38.51,68.12,35.40
194501,41.49,75.99,45.13,126.90,89.03,504.83,41.26,39.11,69.92,38.37
194502,42.44,78.33,46.34,133.04,89.62,494.12,41.25,39.21,73.62,38.53
194503,43.96,83.59,49.33,142.23,95.34,508.06,42.90,40.69,77.91,41.43
194504,42.47,78.45,46.80,134.49,91.18,500.84,42.18,39.87,75.06,39.79
194505,45.35,87.18,50.68,143.65,98.50,513.40,45.10,42.28,82.30,43.28
194506,46.24,87.16,50.78,141.24,100.07,532.60,47.75,43.83,83.42,44.24
194507,45.32,85.43,50.79,137.62,91.09,556.58,45.07,42.92,86.86,45.42
194508,44.56,84.57,49.22,132.92,89.51,568.72,44.97,42.12,86.33,42.85
194509,47.85,91.84,53.28,135.21,98.04,578.51,48.45,45.79,86.81,43.79
194510,50.70,94.28,56.42,137.66,100.88,582.54,51.04,48.71,92.31,46.32
194511,54.42,94.46,57.65,146.20,101.64,596.26,54.03,51.79,97.64,48.92
194512,56.15,96.18,59.99,159.53,104.15,616.22,57.43,55.94,101.87,53.26
194601,56.71,98.51,60.72,158.83,106.17,612.27,59.20,56.72,100.54,53.10
194602,59.31,105.08,65.66,158.57,112.99,623.97,65.60,61.01,111.29,56.92
194603,56.51,95.00,61.39,150.54,104.51,606.25,62.59,58.16,104.60,53.29
194604,59.94,95.85,64.73,167.00,106.26,606.51,69.59,66.54,110.76,55.46
194605,61.92,97.21,67.48,181.52,108.02,616.17,74.42,76.20,115.23,56.37
194606,63.78,101.70,70.56,186.85,113.39,633.46,75.59,80.18,118.23,58.04
194607,60.51,93.83,67.49,176.78,104.98,650.58,68.20,72.08,106.52,57.00
194608,59.89,89.36,65.22,176.39,101.46,650.06,66.13,69.62,102.42,54.04
194609,56.55,79.62,60.54,165.74,94.30,604.45,63.31,67.04,96.55,50.21
194610,50.30,67.71,54.07,152.14,84.59,568.74,58.74,62.19,87.69,42.76
194611,50.34,65.46,52.96,150.92,82.19,539.55,57.78,61.90,88.55,42.52
194612,49.38,64.17,53.40,150.45,81.87,548.99,54.30,62.42,88.81,42.25
194701,50.91,68.00,56.62,156.29,85.01,562.59,55.98,66.71,94.01,43.05
194702,50.85,75.39,57.06,155.14,89.55,568.39,56.19,63.02,93.61,43.18
194703,50.49,75.80,56.32,150.18,87.50,556.62,55.61,60.13,92.37,42.43
194704,48.60,73.67,55.24,153.43,84.97,537.69,54.18,59.19,89.57,40.77
194705,45.18,70.66,51.98,152.51,80.48,536.51,49.70,53.97,85.77,38.17
194706,44.73,68.35,50.55,154.50,80.04,530.51,49.28,52.25,83.20,37.12
194707,46.00,71.59,52.71,164.46,77.68,519.91,51.47,55.77,76.61,36.86
194708,47.98,75.29,54.65,170.51,82.52,524.10,53.71,57.07,78.57,39.01
194709,47.06,73.92,53.76,165.71,78.87,525.88,51.51,54.61,78.45,37.59
194710,47.01,73.96,53.87,160.94,79.20,523.30,49.85,53.02,77.11,37.02
194711,47.46,76.09,55.52,169.17,80.51,524.40,51.26,53.53,78.22,37.32
194712,46.27,73.15,54.27,165.95,79.72,510.78,49.48,51.57,71.86,36.20
194801,46.27,74.51,55.22,180.62,80.88,505.94,49.25,52.95,72.41,37.25
194802,44.83,70.51,52.91,167.00,76.37,506.47,47.49,48.42,71.95,36.84
194803,41.84,65.88,49.71,161.05,73.17,500.97,45.34,46.45,69.07,35.16
194804,43.82,70.48,54.27,176.60,80.74,503.37,48.15,49.21,73.31,38.36
194805,43.64,71.28,55.55,195.63,80.21,516.71,50.42,50.14,74.13,39.58
194806,45.62,80.72,59.55,206.41,90.24,529.44,54.52,53.28,78.04,41.97
194807,44.85,76.68,58.00,212.16,84.90,542.10,53.09,51.99,76.18,40.53
194808,43.93,73.31,55.02,196.73,79.25,533.15,48.88,49.66,71.70,38.46
194809,43.68,73.12,54.82,191.36,81.48,533.33,49.82,48.45,71.48,38.85
194810,41.68,70.09,53.14,182.44,78.26,524.43,49.14,46.78,70.50,37.27
194811,42.99,75.64,56.62,198.41,83.56,530.23,51.06,49.09,73.00,38.99
194812,39.95,64.95,50.08,172.71,75.52,519.18,47.41,45.79,66.03,34.54
194901,39.95,66.79,51.67,179.82,79.32,517.13,47.75,47.62,67.46,35.09
194902,41.21,68.41,51.76,172.68,78.22,510.58,48.17,49.67,70.37,35.12
194903,40.16,64.70,49.51,164.24,74.76,508.99,46.66,48.93,70.56,33.78
194904,41.18,66.72,51.03,173.61,78.47,508.25,48.51,51.44,72.75,35.08
194905,40.34,63.88,49.15,174.69,75.49,499.87,47.55,51.44,73.36,34.51
194906,39.93,60.87,47.10,163.88,71.31,488.93,47.35,50.20,72.59,33.32
194907,40.04,60.82,46.28,154.76,68.87,454.97,47.81,51.13,72.70,32.36
194908,41.87,66.55,48.97,164.22,73.61,465.95,50.16,54.07,75.61,33.66
194909,43.30,66.89,49.54,171.76,73.84,470.38,50.56,53.89,78.04,33.93
194910,44.29,68.46,51.27,176.86,76.05,468.86,51.53,54.69,80.73,34.87
194911,44.77,73.47,53.42,183.25,78.86,477.67,51.78,56.42,81.47,35.64
194912,45.20,73.59,54.29,175.03,81.56,485.53,52.35,58.59,83.74,35.76
195001,47.26,79.27,57.41,176.03,87.82,485.95,54.44,63.47,86.04,38.02
195002,47.69,80.72,58.47,174.69,91.77,494.98,55.44,64.02,88.86,39.15
195003,47.70,82.13,59.17,172.00,94.63,498.13,56.32,64.94,90.74,39.35
195004,47.16,83.51,59.37,179.97,96.25,513.59,56.00,62.86,90.64,38.80
195005,47.06,92.31,63.67,185.47,100.69,525.78,55.65,66.21,91.16,39.32
195006,47.80,96.84,66.94,199.80,102.88,536.01,57.09,68.50,92.39,39.56
195007,44.63,91.51,62.61,185.49,94.84,565.35,54.54,65.88,85.86,35.66
195008,44.67,89.00,64.07,201.63,92.05,557.86,53.90,61.16,81.09,38.24
195009,46.15,93.99,67.38,208.10,96.47,572.00,55.87,63.09,83.43,38.88
195010,48.11,101.64,70.17,215.17,100.66,561.15,60.38,66.76,86.70,41.19
195011,47.72,102.22,70.39,215.60,99.12,562.32,60.78,65.39,85.70,40.45
195012,47.29,95.48,73.07,222.72,100.52,560.86,60.73,67.78,84.21,41.53
195101,48.36,97.78,77.64,241.58,103.27,562.83,61.89,71.58,86.80,45.71
195102,50.38,106.78,82.25,256.27,111.20,573.35,63.99,73.64,90.81,48.76
195103,50.61,107.86,82.74,256.72,111.89,596.80,65.55,74.45,93.15,48.32
195104,48.92,108.92,79.91,250.30,109.99,581.90,63.95,75.48,91.34,46.54
195105,49.21,112.63,85.26,277.23,113.29,586.80,64.03,83.19,91.20,48.22
195106,48.29,104.75,82.78,266.04,109.77,584.28,62.83,84.22,90.76,46.31
195107,46.76,96.03,80.59,270.41,104.86,632.55,60.47,83.48,87.49,43.29
195108,48.09,99.00,87.28,301.03,110.78,650.25,62.05,95.33,91.83,46.41
195109,49.57,104.06,90.83,314.71,116.84,667.35,63.27,93.68,93.25,47.73
195110,49.08,106.68,90.98,312.01,120.02,657.81,65.22,91.76,94.04,49.24
195111,47.41,104.44,87.04,315.10,112.23,650.71,63.05,86.11,94.29,47.36
195112,46.94,104.71,86.54,308.39,114.57,652.68,63.32,85.21,96.42,47.91
195201,47.60,107.08,90.04,322.56,119.25,649.98,62.85,89.28,99.08,48.53
195202,47.74,105.82,89.64,343.58,117.26,651.14,62.33,89.71,101.65,50.07
195203,46.43,104.49,85.53,328.77,112.98,646.98,59.58,85.57,101.90,49.04
195204,46.97,113.02,87.82,357.12,118.02,645.80,60.85,85.68,103.68,51.84
195205,45.57,109.59,81.80,329.55,113.87,640.99,59.54,80.82,101.40,50.00
195206,46.24,112.21,84.70,337.82,116.82,647.48,60.74,82.52,103.99,51.09
195207,48.28,116.26,88.81,355.13,118.43,742.72,62.44,82.53,111.48,53.31
195208,48.47,119.15,90.62,351.23,119.93,744.55,63.53,78.76,113.31,53.83
195209,48.60,119.82,88.47,338.27,119.45,751.03,62.93,77.96,114.94,53.48
195210,46.96,118.76,86.31,323.46,119.88,737.71,62.26,74.38,114.69,52.50
195211,46.44,120.09,84.85,324.35,118.45,744.48,61.44,72.14,114.62,51.50
195212,48.84,126.10,91.49,327.20,128.84,773.48,63.58,76.93,119.96,54.78
195301,49.28,134.76,93.54,341.78,131.85,770.66,63.98,75.14,121.76,56.50
195302,50.26,134.26,94.10,331.36,128.80,778.38,64.36,71.14,122.48,56.98
195303,50.79,130.83,92.44,329.06,129.05,883.10,64.55,72.29,122.59,56.49
195304,50.06,124.97,90.66,326.98,129.15,867.01,64.00,71.81,122.20,55.39
195305,49.90,122.48,88.07,309.93,128.51,857.98,63.31,67.94,118.19,53.50
195306,49.70,120.66,87.87,312.21,129.58,861.00,63.94,68.69,117.47,54.82
195307,49.52,117.57,84.93,313.63,123.19,877.14,61.83,64.10,116.30,52.90
195308,50.76,118.37,86.96,325.84,126.02,885.38,62.93,66.38,122.24,53.55
195309,48.91,109.06,82.11,301.28,120.07,877.81,61.07,66.11,121.29,49.61
195310,48.97,108.04,82.75,295.24,123.28,880.64,61.55,66.14,122.59,48.90
195311,49.22,117.45,87.58,311.55,132.06,892.86,61.96,67.76,127.65,50.60
195312,48.96,116.09,90.42,313.43,137.71,912.76,63.37,72.65,130.84,51.52
195401,48.40,114.53,90.56,314.45,137.40,904.68,63.70,71.25,131.09,49.93
195402,50.35,120.58,94.56,341.47,146.80,921.78,65.67,75.23,135.00,53.13
195403,49.78,120.82,94.71,347.58,153.79,945.44,65.48,74.73,136.66,53.61
195404,50.23,124.95,99.02,362.18,166.35,948.80,65.52,74.70,139.96,54.29
195405,50.63,130.03,104.80,384.33,181.38,967.42,66.40,75.45,141.24,55.76
195406,51.50,135.93,109.16,392.19,180.24,979.24,67.86,76.35,144.39,57.85
195407,52.27,140.57,112.75,373.67,197.71,922.40,69.66,76.63,153.69,57.66
195408,55.51,154.41,118.46,389.15,196.64,962.60,72.48,82.87,161.54,61.50
195409,53.65,147.39,113.22,388.78,186.93,947.57,71.86,80.35,158.09,59.77
195410,55.47,168.66,120.41,427.41,197.96,960.14,75.16,82.35,160.59,62.11
195411,54.19,169.36,119.28,418.41,193.98,952.02,73.15,80.87,153.95,62.61
195412,57.05,173.54,134.24,455.47,218.75,984.41,78.63,90.36,161.94,69.03
195501,59.23,186.04,142.68,484.61,224.26,987.69,79.90,95.59,167.01,75.08
195502,59.35,187.05,142.42,486.39,232.08,995.60,81.16,92.69,168.17,75.64
195503,60.39,183.26,147.91,494.39,241.92,1035.15,81.76,94.92,173.72,78.09
195504,59.62,183.25,148.86,492.81,238.02,1020.87,80.35,100.43,171.67,78.49
195505,62.00,193.63,155.14,495.41,250.79,1040.98,81.70,104.73,175.42,81.51
195506,61.46,189.59,158.93,493.38,255.27,1053.97,83.69,107.62,174.39,82.90
195507,65.03,215.48,173.17,546.54,253.29,1186.73,87.50,107.44,178.45,84.76
195508,66.30,257.72,171.29,561.47,247.42,1217.71,89.15,107.43,184.53,83.48
195509,65.49,244.05,175.85,551.24,248.96,1186.11,90.10,107.13,183.90,84.03
195510,64.17,269.78,174.72,557.88,237.40,1186.21,92.99,103.46,178.26,81.47
195511,63.55,260.55,169.21,557.76,225.06,1172.61,90.54,104.15,176.01,79.13
195512,65.31,279.30,181.07,599.75,247.01,1190.97,95.52,109.83,181.14,84.95
195601,65.77,272.31,186.53,621.69,257.53,1187.19,95.40,116.35,180.25,83.96
195602,64.98,257.83,177.78,623.91,244.12,1209.35,91.03,108.58,179.11,81.51
195603,65.24,269.38,185.45,648.10,258.81,1211.13,94.14,117.01,181.69,83.76
195604,66.08,279.35,199.41,721.85,284.62,1213.99,94.28,125.23,187.90,88.25
195605,66.59,264.92,201.22,747.81,284.88,1203.30,92.42,128.50,183.24,88.90
195606,64.73,250.29,187.69,695.63,269.16,1189.98,87.65,126.39,181.08,83.57
195607,65.66,288.24,196.31,708.99,291.90,1176.88,89.22,133.25,189.31,87.22
195608,67.27,300.70,208.96,763.72,307.32,1208.03,93.15,137.18,198.66,89.23
195609,66.13,300.12,201.62,728.52,295.67,1189.29,90.17,132.38,192.89,85.80
195610,63.65,296.40,189.43,686.10,274.16,1143.06,85.95,127.21,184.79,81.68
195611,63.82,293.29,191.59,700.11,283.07,1127.04,86.95,127.75,186.12,82.39
195612,63.34,280.20,188.73,731.61,284.25,1143.24,84.55,125.02,186.01,81.86
195701,63.81,282.94,197.43,761.40,295.34,1158.20,83.75,131.95,188.66,82.94
195702,64.86,265.25,186.85,740.97,278.67,1191.77,82.55,128.82,192.96,82.27
195703,63.44,257.30,180.66,719.67,276.46,1195.45,81.20,127.80,191.50,79.71
195704,64.17,258.58,183.93,742.08,288.04,1198.76,82.60,137.96,193.97,81.16
195705,64.95,283.94,190.41,792.60,312.21,1204.02,82.60,145.24,199.55,83.59
195706,65.88,288.64,195.86,848.26,329.54,1215.84,84.15,151.45,203.05,84.20
195707,65.56,286.83,198.21,824.97,300.80,1316.52,84.14,163.80,200.36,82.53
195708,66.08,297.15,198.72,831.98,308.83,1313.35,86.41,167.84,199.66,83.31
195709,64.78,284.96,185.79,779.96,291.22,1309.41,83.52,162.07,193.62,78.20
195710,63.72,264.59,173.07,717.34,271.61,1265.86,83.60,156.90,189.42,73.00
195711,62.27,254.03,164.55,674.28,266.78,1370.58,81.09,155.53,187.47,67.83
195712,63.84,237.50,168.78,685.16,288.14,1389.77,81.82,167.67,194.65,67.61
195801,63.77,218.55,161.17,636.86,277.26,1389.48,79.98,165.86,198.82,64.05
195802,68.44,229.29,170.58,646.10,288.41,1448.62,85.81,165.08,207.06,70.94
195803,69.35,222.98,165.98,611.63,282.97,1457.70,87.36,172.51,208.84,69.25
195804,72.31,229.41,169.11,659.66,289.24,1456.08,91.65,186.23,212.30,71.09
195805,74.80,240.69,171.19,692.88,288.90,1495.44,94.16,198.12,222.09,74.15
195806,76.90,249.32,176.30,690.33,292.69,1525.83,97.07,200.30,224.46,76.53
195807,79.77,281.40,180.71,741.87,282.14,1602.88,99.67,201.85,235.46,76.48
195808,81.01,309.35,195.66,745.78,297.08,1617.29,101.30,213.62,237.40,80.46
195809,82.97,306.25,199.52,755.59,302.75,1654.94,106.54,217.15,234.04,81.85
195810,86.15,336.86,208.62,779.93,320.26,1719.63,110.54,242.22,241.24,85.18
195811,88.19,344.42,214.94,788.87,334.62,1744.76,111.63,244.54,250.95,89.13
195812,91.26,347.28,220.14,798.91,348.63,1778.56,117.52,262.75,257.24,92.82
195901,93.34,356.60,231.83,808.47,392.86,1979.97,123.83,273.91,271.64,95.25
195902,96.79,352.48,233.51,811.70,384.08,2057.34,127.90,272.12,274.33,97.14
195903,99.19,342.47,240.84,746.71,403.36,2156.89,133.27,281.71,276.80,98.42
195904,99.13,338.21,240.49,762.25,414.29,2126.44,130.61,293.37,280.35,98.26
195905,102.00,369.84,250.88,774.66,449.23,2224.55,132.36,327.99,276.51,101.14
195906,102.88,385.69,259.97,762.14,470.46,2200.89,135.41,323.63,272.51,101.33
195907,105.82,400.95,264.06,797.72,434.32,2132.11,150.41,348.11,267.32,100.89
195908,109.62,434.61,273.63,836.35,436.22,2144.84,153.26,364.37,276.81,100.16
195909,108.70,441.64,267.37,804.75,424.75,2156.57,153.92,350.50,279.54,97.99
195910,104.87,421.85,253.67,748.73,405.76,2115.50,150.35,332.62,266.38,93.66
195911,109.08,416.42,257.02,756.31,431.67,2142.92,151.33,340.10,268.02,93.77
195912,109.79,412.34,261.70,746.72,470.71,2115.13,154.02,357.78,267.99,92.75
196001,110.79,433.15,266.87,777.80,492.52,2185.96,157.92,350.70,272.83,93.81
196002,106.96,384.65,244.24,718.60,450.42,2206.55,148.47,328.22,266.42,89.48
196003,109.58,372.77,244.26,688.32,473.83,2386.98,154.12,328.33,272.88,89.56
196004,108.08,356.15,235.12,682.29,480.21,2372.57,154.03,332.87,276.54,87.15
196005,110.25,350.48,227.14,652.50,482.66,2347.71,153.24,338.23,279.59,86.55
196006,116.88,344.57,236.00,624.06,536.11,2424.22,157.45,383.70,282.66,86.25
196007,123.26,352.27,234.10,652.72,495.82,2495.89,155.01,374.20,301.34,89.90
196008,122.32,349.89,224.76,656.64,474.95,2498.28,150.08,359.46,297.34,88.97
196009,127.26,358.58,227.24,677.24,479.56,2674.12,155.81,367.40,308.99,91.18
196010,122.57,338.01,210.98,670.35,436.81,2495.17,142.52,334.87,297.18,85.75
196011,126.91,333.10,208.70,685.30,422.57,2498.67,142.52,322.90,295.44,85.37
196012,138.06,327.55,217.33,702.01,451.11,2601.66,151.61,334.53,305.11,90.92
196101,144.97,325.84,225.63,739.11,463.84,2904.70,154.85,354.82,323.67,94.32
196102,154.30,352.71,240.99,809.90,477.11,3133.79,158.86,391.32,338.83,101.55
196103,167.35,363.26,251.94,810.59,489.49,3155.64,166.17,410.71,349.98,107.34
196104,175.05,375.51,255.57,836.21,501.86,3369.26,175.63,425.79,356.06,110.86
196105,173.54,368.82,251.96,891.53,504.24,3396.07,176.33,424.21,361.82,111.39
196106,179.27,370.17,262.26,885.90,517.83,3359.13,182.94,432.90,369.26,115.49
196107,174.46,361.89,250.05,851.86,474.92,3419.19,179.92,411.57,358.72,111.81
196108,180.32,384.05,257.11,871.02,483.38,3639.15,183.93,425.68,371.70,113.10
196109,189.99,385.69,262.67,865.40,504.28,3623.84,189.32,441.10,384.50,119.75
196110,189.72,411.25,250.62,809.69,504.49,3521.85,189.71,435.23,389.08,117.42
196111,195.92,413.19,250.47,861.14,521.44,3528.92,206.98,450.77,408.74,119.95
196112,205.87,446.90,256.32,901.19,535.72,4224.60,216.70,463.38,421.49,124.45
196201,199.02,459.55,256.42,946.94,536.60,4360.93,215.69,453.68,402.89,122.34
196202,186.62,458.33,247.01,945.29,509.93,4096.13,196.58,431.44,391.49,120.43
196203,187.14,448.24,249.67,1007.81,509.00,4238.72,199.20,446.69,400.57,121.96
196204,184.72,449.88,248.22,990.36,509.27,4110.11,200.79,448.01,407.54,119.46
196205,172.07,426.29,230.08,970.82,452.85,3917.56,191.57,396.93,395.34,110.89
196206,151.97,403.95,209.90,933.55,401.43,3612.52,174.91,353.09,352.64,101.56
196207,140.59,374.22,180.38,805.71,335.48,2570.07,151.75,312.24,341.39,94.81
196208,147.77,403.85,189.63,843.86,373.36,2755.94,157.97,336.16,365.66,101.13
196209,148.42,415.93,192.85,852.72,385.15,2780.11,164.16,308.54,375.82,104.50
196210,139.72,406.63,181.75,837.38,350.21,2608.07,153.07,295.47,364.19,98.22
196211,134.75,416.19,184.12,831.90,349.69,2680.38,150.61,302.34,359.09,98.57
196212,151.25,435.19,207.56,914.74,399.65,2852.83,166.61,354.00,385.18,112.53
196301,153.10,450.36,205.48,957.18,397.98,2879.80,166.45,356.42,397.65,113.68
196302,162.02,484.14,217.17,980.38,420.37,2998.77,172.72,376.21,417.48,120.11
196303,156.38,466.81,211.01,961.80,398.20,2946.59,170.97,365.42,410.09,118.71
196304,160.01,499.72,216.70,1028.25,408.28,2999.80,175.64,369.24,416.50,121.92
196305,163.65,527.51,227.17,1089.98,434.46,3111.60,184.96,396.86,425.23,129.75
